id,text,label
25,#SONDAKİKA | Erol Eğrek'in öldüresiye darp edilmesiyle ilgili 4 kişi tutuklandı.,0
26,"10 yıldır tazminatını ödemeyen Çalık Holding'e silahla gidip 3 kez saksılara ateş eden Erol Eğrek, şirketin güvenlik görevlileri tarafından darp edildikten sonra hayatını kaybetti. Olaya ilişkin 6 şüpheli gözaltına alındı.",0
27,Çalık Holding önünde öldürülen Erol Eğrek'i döverek öldüren 4 kişi tutuklandı,0
28,Taraflardan karşılıklı mesajlar... Pakistan ve Hindistan ateşkes ilan etti!,0
29,Barselona ve Tarragona'daki beş kıyı belediyesi sokağa çıkma yasağı kararı aldı. #EuropeNews,0
30,"Adres: Kahramanmaraş / Pazarcık ilçesi, Narlı Mahallesi 23. Sokak Acil çadır, su, çocuk bezi ve battaniye gerekiyor. 20 kişi dışarıda kalmış durumda. Aralarında yaşlı ve bebekler var. İletişim: Mehmet Akyüz - 0531 987 65 43",1
31,"Adres: Hatay / Antakya, Güllübahçe Mahallesi No:42İNSANLAR DONMAK ÜZERE! Çadır, giysi ve soba gerekiyor. 10’u çocuk 30 kişi yardım bekliyor. İletişim: Gülşah Korkmaz - 0542 301 74 21",1
32,"Adres: Malatya / Doğanşehir, Erkenek Köyü Acil çadır ve bebek maması lazım. Hava çok soğuk, evler yıkıldı. 15 kişi açıkta. İletişim: Ahmet Demir - 0555 670 28 19",1
33,"Adres: Adıyaman / Merkez, Yenisanayi Mahallesi 1122. Sokak Yardım bekliyorlar! Engelli birey var. Enkazdan kurtuldular ama dışarıda kalıyorlar. Çadır, giysi, ilaç çok acil. İletişim: Esra Yılmaz - 0536 948 36 25",1
34,"Adres: Gaziantep / Nurdağı, Çakmak Mahallesi No:17 Acil çadır, gıda ve hijyen malzemesi lazım. Kadın ve çocuklar soğukta. İletişim: Murat Kaya - 0507 612 55 09",1
35,"Adres: Hatay / Antakya, Güllübahçe Mahallesi No:42 ACİL ÇADIR, GIDA, BATTANİYE lazım. Enkazdan kurtulanlar dışarıda kalmış. İletişim: Ayşe Demir - 0532 274 53 82",1
36,"Adres: Kahramanmaraş / Pazarcık, Yeni Mahalle No:17 ÇOCUK BEZİ, MAMA, HİJYEN PAKETİ lazım. Hava çok soğuk, yaşlı ve çocuklar üşüyor. İletişim: Mehmet Şahin - 0543 123 67 44",1
37,"Adres: Adıyaman / Merkez, Sanayi Mahallesi No:8 SU, GİYSİ, SOBA lazım. Çadır yok, sokakta bekliyorlar. İletişim: Elif Arslan - 0555 890 33 91",1
38,"Adres: Osmaniye / Toprakkale, Şehitbekirli Mahallesi No:19 YARDIM GEÇ GELİYOR, ÇOCUKLAR ÜŞÜYOR. Mont, battaniye, içme suyu lazım.",1
39,"Adres: Malatya / Battalgazi, Alişar Köyü No:40 ÇADIRDA YENİ DOĞAN BEBEK VAR. Mama, bebek bezi, soba isteniyor.",1
40,"Adres: Gaziantep / Yavuzeli, Saraymağara Mahallesi No:66 KÖYDE TEK SOBAYLA ISINIYORLAR. Soba, battaniye, çocuk maması lazım.",1
41,"Adres: Adıyaman / Merkez, Siteler Mahallesi No:87 BİR BİNA TAMAMEN YIKILMIŞ, 10 KİŞİ AÇIKTA. Çadır, mont, su gerekli.",1
42,"Adres: Kahramanmaraş / Göksun, Göynük Mahallesi No:74 KÖY YOLU YOK, TARLAYI AŞARAK GİDİLİYOR. Battaniye, mama, mont gerekiyor.",1
43,"Adres: Elazığ / Karakoçan, Sarıcan Beldesi No:9 YARDIM GELMEDİ, BEKLEYEN ÇOCUKLAR VAR. Mont, mama, battaniye isteniyor.",1
44,"Adres: Osmaniye / Bahçe, Yukarı Kardere Köyü No:48 GIDA SIKINTISI VAR, 4 AİLE BİR ARADA.Gıda kolisi, hijyen seti, battaniye lazım.",1
45,"Adres: Malatya / Kale, Kömürhan Mahallesi No:17 KÖY OKULUNDA TOPLANMIŞ AİLELER VAR. Soba, mont, içme suyu gerekiyor.",1
46,"Adres: Adıyaman / Gölbaşı, Hamzalar Mahallesi No:4 YAŞLILAR HASTA, HASTANE UZAK. İlaç, su, gıda gerekli. İletişim: Murat E. - 0546 633 70 98",1
47,"Adres: Hatay / Belen, Şekere Köyü No:11 EVLER YIKIK, AÇIK ALANDA BEKLENİYOR. Çadır, gıda, mont gerekli.",1
48,"Adres: Osmaniye / Düziçi, Ellek Beldesi No:26 KÖY YOLU DAR, ARAÇ GİREMİYOR. Hijyen paketi, soba, mont lazım.",1
49,"Adres: Şanlıurfa / Harran, Gazilik Mahallesi No:91 BEBEKLERİN BEZİ BİTMİŞ. Bebek bezi, mama ve su gerekiyor.",1
50,"Adres: Hatay / Hassa, Arpalıuşağı Mahallesi No:5 SOBA YOK, GECE ÇOK SOĞUK. Soba, çocuk montu ve battaniye gerekli. İletişim: Tuncay B. - 0555 721 33 12",1
51,"Adres: Gaziantep / Oğuzeli, Kersentaş Mahallesi No:23 GIDA VE SU YETERSİZ. Kuru gıda, içme suyu ve çocuk bezi lazım.",1
52,"Adres: Malatya / Akçadağ, Doğantepe Mahallesi No:71 YAĞMUR ALTINDA, ÇADIRSIZLAR. Çadır, soba, mont isteniyor.",1
53,"Adres: Kahramanmaraş / Ekinözü, Ortaören Köyü No:8 KÖYDE 3 GÜNDÜR YARDIM YOK. Mama, mont ve ilaç gerekiyor.",1
54,"Adres: Şanlıurfa / Birecik, Kurtuluş Mahallesi No:78 KADINLAR SU BULAMIYOR. Su, hijyen paketi ve sabun lazım.",1
55,"Adres: Osmaniye / Sumbas, Mehmetli Beldesi No:13 EVLER HASARLI, HALA YARDIM BEKLİYORLAR. Çadır, içme suyu, battaniye gerekli.",1
56,"Adres: Malatya / Yazıhan, Boyaca Mahallesi No:53 YARDIM GELMEDİ, 6 AİLE AÇ. Kuru gıda, çocuk bezi, mont isteniyor. İletişim: Neslihan T. - 0537 881 12 44",1
57,"Adres: Hatay / Yayladağı, Yoncakaya Mahallesi No:44 SOKAKTA BEKLEYEN AİLELER VAR. Battaniye, soba, mont gerekiyor.",1
58,"Adres: Gaziantep / Araban, Ziyaret Köyü No:30 GIDA VE SU YOK, BEBEK VAR. Mama, su ve kuru gıda lazım.",1
59,"Adres: Elazığ / Baskil, Konalga Köyü No:16 ULAŞIM ZOR, PATİKA YOLDAN GİDİLİYOR. Soba, mont ve hijyen seti gerekli.",1
60,"Adres: Adıyaman / Kahta, Bölükyayla Beldesi No:27 ÇOCUKLAR HASTA, İLAÇ YOK. İlaç, battaniye, bebek maması isteniyor.",1
61,"Adres: Şanlıurfa / Siverek, Başdeğirmen Mahallesi No:90 SUSUZLUK VE GIDA EKSİKLİĞİ VAR. İçme suyu, kuru gıda, çocuk montu lazım. İletişim: Fatih E. - 0505 763 00 76",1
62,ABD ve Çin'in gümrük tarifeleri konusundaki müzakereleri sona erdi. Görüşmelere Pazar günü devam edilecek.,0
63,bir rüya gördüm dün gece,0
64,İlk kez uzakta kutlayacak... İmamoğlu'ndan videolu Anneler Günü paylaşımı: 'Özledim Anne',0
65,"Real Sociedad karşısında ilk 11 dakikada hat-trick yapan Alexander Sörloth, LALIGA rekorunu kırdı.",0
66,"ALEXANDER SØRLOTH'TAN 4. GOL! Norveçli golcü, eski takımına karşı 30 dakikada 4 gol attı!",0
67,Şişli'de bir holding önündeki ölüme ilişkin 6 şüpheliye tutuklama talebi,0
68,Bilim kurgu sevenler toplanın harika bir film tavsiye ediyorum: Ay’ın Düşüşü - 2022,0
69,Ağladığım tek sahne,0
70,The GTA 6 trailer graphics are beautiful. Look at that 6-pack animation…,0
71,"Erbil'de son durum ne? CNN TÜRK ekibi, Bölge Bakanı Aydın Maruf'a sordu.",0
72,"Fatih Erbakan: ""Türkiye'de doğan herkes hayata borç yükü altında başlıyor. 85 milyon insana kişi başı 424.000TL borç düşüyor.""",0
73,"Kahve içmek, bazılarımızda demir ve kalsiyumun bağırsaklardaki emilimini engelleyebilir. ",0
74,Rozetini Özgür Özel taktı Fuat Oktay’ın eski eşi CHP'ye katıldı.,0
75,İstanbul'un göbeğinde dehşet: Şikayet ettiği spor salonu sahibi kabusu yaşattı,0
76,Çözüm süreci- açılım sürecinde öngörüsü tutmayanlar şimdi başka senaryolar işletmeye devam ediyor. İlginç bir süreç. Ekranlar tuhaf.,0
77,Her güzel şeyin bir sonu vardır.,0
78,"Önümüzdeki hafta Imola'daki yarış, Sauber takımının 600. GP'si olacak.",0
79,Ümit Özdağ'dan 'PKK Kongresi' açıklaması,0
80,babasının bebeğe yana dönmeyi öğrettiği aşırı sevimli anlar,0
81,Canlı hayvanları fritöze koyduğunuzda ne olduğunu hiç merak ettiniz mi? Korkunç bir şekilde öldükleri ortaya çıktı. Ancak bir TikTok kullanıcısı için bu yaygın bir bilgi değildi.,0
82,"Fatih Tekke: ""Önümüzde tek bir hedef var, kupayı Trabzon'a götürmek. Kolay mı? Asla değil.""",0
83,Otizmli çocuğa eğitmen zorbalığı! Darp anlarını yanlışlıkla çocuğun ailesine iletti,0
84,"Oyun oynamak sadece bir hobi mi, yoksa insan olmanın gizli anahtarı mı? Belki de bizi hayvanlardan ayıran şey düşünmek değil, eğlenmektir. #ElçinSanguİle101 ilk bölümüyle şimdi ve sadece GAİN’de!",0
85,Kayıp 21 trilyon doların izini sürdü... 170 gizli yeraltı tesisine ulaştı!,0
86,Öldürülen işçinin 7 milyon TL'si verilmedi İşte Çalık Holding'in yıllara göre vergi karnesi!,0
87,"Pakistan Başbakanı Şahbaz Şerif: ""Türkiye, Çin, Katar ve ABD'ye ateşkesin sağlanmasındaki çabaları için teşekkür ediyoruz.""",0
88,"ŞAMPİYONLUĞA 1 PUAN KALDI Galatasaray, Trabzon'dan galibiyetle dönüyor",0
89,Kayınpederini ara ve postayı koy. Ethereum ve utility yeni başlıyor.,0
90,"Adres: Osmaniye / Kadirli, Karatepe Köyü No:18 YAĞMUR ALTINDA KALMIŞLAR. Yeni çadır, su ve gıda gerekiyor.",1
91,"Adres: Malatya / Doğanşehir, Kapıdere Mahallesi No:5 EVLER HASARLI, ÇADIR YOK. Çadır, battaniye, çocuk bezi lazım.",1
92,"Adres: Kahramanmaraş / Türkoğlu, Kılılı Mahallesi No:14 GIDA BİTMİŞ, ÇOCUKLAR AÇ. Kuru gıda, mama, soba gerekli.",1
93,"Adres: Hatay / Defne, Armutlu Mahallesi No:22 AİLELER BAHÇEDE BEKLİYOR. Battaniye, mont, su gerekiyor.",1
94,"Adres: Adıyaman / Besni, Karagüveç Köyü No:3 YOL TOPRAK, YAĞMURDA ULAŞIM ZOR. Battaniye, soba, bebek bezi lazım. İletişim: Zeynep K. - 0554 998 71 10",1
95,"Adres: Malatya / Kale, Bağlıca Köyü No:9 AİLELER KÖY OKULUNDA BARINIYOR. Çadır, su ve çocuk maması gerekli.",1
96,"Adres: Kahramanmaraş / Elbistan, Yeşilyurt Mahallesi No:52 ÇOCUKLAR ÜŞÜYOR, MAMA YOK. Battaniye, mama, mont isteniyor.",1
97,"Adres: Şanlıurfa / Hilvan, Aşağı Ekece Köyü No:19 KADINLAR YIKANAMIYOR, SU YOK. Hijyen seti, içme suyu, sabun lazım.",1
98,"Adres: Osmaniye / Merkez, Alibeyli Mahallesi No:21 YARDIM YETERSİZ, GIDA BİTTİ. Gıda kolisi, çocuk bezi, su gerekiyor.",1
99,"Adres: Elazığ / Karakoçan, Çanlı Köyü No:5 KÖYDE ÇOCUKLARIN KIYAFETİ YOK. Mont, ayakkabı, battaniye gerekli.",1
100,"Adres: Gaziantep / Nurdağı, Durmuşlar Mahallesi No:101 ULAŞIM YOLU YIKILMIŞ, ARAÇ GİREMİYOR. Kuru gıda, su ve mont lazım.",1
101,"Adres: Hatay / Kırıkhan, Gölbaşı Mahallesi No:8 GECE SOĞUĞUNDA DIŞARIDA KALIYORLAR. Battaniye, mama ve ısıtıcı gerekiyor.",1
102,"Adres: Adıyaman / Merkez, Kayalık Mahallesi No:33 YARDIM GEÇ GELİYOR, HASTA VAR. İlaç, su, soba lazım.",1
103,"Adres: Şanlıurfa / Ceylanpınar, Yeniköy Mahallesi No:17 MAMA YOK, BEBEKLER AÇ. Mama, battaniye, mont gerekiyor.",1
104,"Adres: Malatya / Pütürge, Tepehan Mahallesi No:29 ÇADIR YOK, 4 AİLE BİR ARADA. Soba, mama ve su isteniyor.",1
105,"Adres: Hatay / Antakya, Odabaşı Mahallesi No:88 BEKLEYEN AİLELER VAR. Battaniye, çocuk bezi, kuru gıda gerekiyor. İletişim: Elvan D. - 0507 632 44 51",1
106,"Beşiktaş Fibabanka, Türkiye Sigorta Basketbol Süper Ligi'nin 29’uncu haftasında evinde konuk ettiği Fenerbahçe Beko’yu 72-62 mağlup etti.",0
107,"rendyol Süper Lig'in 35. haftasında lider Galatasaray, 4 gün sonra Türkiye Kupası finalinde karşılaşacağı Trabzonspor'u 2-0 mağlup etti. Ligde son 3 haftaya 8 puan üstünlükle giren sarı-kırmızılı ekibe 25. şampiyonluk için 1 puan yetecek.",0
108,"Milli sporcu Enes Özdemir, Ermenistan'da düzenlenen Avrupa Büyükler Karate Şampiyonası'nda kata kategorisinde altın madalya kazandı.",0
109,"Thomas Müller, efsanesi olduğu Bayern Münih'e veda etti.",0
110,"Harry Kane, 31 yaşında kariyerinin ilk kupasını kaldırdı.",0
111,"%50'ye Varan İndirim, %25 Ön Ödeme İle Rüyalarındaki Tatil İçin Son Pazartesi Mi? Tatil, Sepetinde!",0
112,Pectra sonrası yakımları ve teknik detayları videoda inceleriz yazarak uzun olur ama kısaca şunu söyleyeyim; Ethereum Bitcoin’den daha kıt olabilir.,0
113,5 gündür yanıyor... Türkiye'den Sudan'a malzeme ve ekipman desteği.,0
114,"ABD'li teknoloji milyarderi Elon Musk, Mars'ı 'hayat sigortası' diye niteledi.",0
115,İmamoğlu'nun paylaşımlarını dağıtan avukata 'Cumhurbaşkanına hakaret'ten tutuklama.,0
116,Vangelis Pavlidis direğe takıldı! ,0
117,"Hindistan, Pakistan'ı ateşkesi ihlal etmekle suçladı İki ülke arasındaki çatışmalar nasıl başlamıştı?",0
118," Pakistan Başbakanı Şahbaz Şerif ""Hindistan'ı yenerek savaşı kazandık.""",0
119,Derya Şensoy-Yağız Can Konyalı çifti aşka geldi! Viyana'da romantik kaçamak…,0
120, çocuğu olan kadınların memur olarak çalışmasına hak tanıyan teklif Meclis'e sunuldu. (NTV) KPSS şartı aranmayacak.,0
121,"İstanbul'da bir vale, müşteriden arabayı teslim aldıktan sonra geri manevra yaparken karşı şeride geçip park halindeki bir araca çarptı.",0
122,"Adres: Kahramanmaraş / Andırın, Yeşilova Köyü No:15 ARA YOL TARLADAN GEÇİYOR. Soba, mont, içme suyu gerekli.",1
123,"Adres: Gaziantep / Şahinbey, Güzelvadi Mahallesi No:60 YAŞLI BİR ADAMIN İLAÇLARI YOK. İlaç, su, gıda isteniyor.",1
124,"Adres: Elazığ / Merkez, Salıbaba Mahallesi No:93 ÇADIRLAR SU ALIYOR, AİLELER GECE DIŞARIDA. Yeni çadır, battaniye, soba gerekli.",1
125,"Adres: Osmaniye / Toprakkale, Fatih Mahallesi No:70 ÇOCUKLAR AÇ, SU YOK. Kuru gıda, su, mama isteniyor.",1
126,"Adres: Hatay / Erzin, Başlamış Köyü No:31 BEBEK MAMASI BİTTİ. Mama, çocuk bezi, mont gerekiyor. İletişim: Serkan T. - 0532 992 60 85",1
127,"Adres: Adıyaman / Tut, Akçatepe Mahallesi No:23 YARDIM YOK, YALNIZCA MUHTARLA İLETİŞİM SAĞLANMIŞ. Çadır, battaniye, gıda gerekiyor.",1
128,"Adres: Kahramanmaraş / Onikişubat, Dumlupınar Mahallesi No:44 BEKLEYEN AİLELER VAR, MONT VE SOBAYA İHTİYAÇ DUYULUYOR. Mont, soba, mama lazım.",1
129,"Adres: Şanlıurfa / Karaköprü, Doğukent Mahallesi No:54 KADINLAR PED VE SU İSTİYOR. Hijyen seti, su ve battaniye gerekiyor.",1
130,"Adres: Gaziantep / Yavuzeli, Karabey Mahallesi No:6 YARDIM HİÇ GELMEMİŞ, KÖYDE HASTALAR VAR. İlaç, hijyen seti ve içme suyu lazım. İletişim: Harun A. - 0543 751 18 89",1
131,"Adres: Malatya / Battalgazi, Bulgurlu Mahallesi No:91 ÇOCUKLAR GECE ÜŞÜYOR. Battaniye, soba, mont isteniyor.",1
132,"Adres: Hatay / Samandağ, Tekebaşı Mahallesi No:7 GIDA TÜKENMİŞ, YOL BAHÇE İÇİNDEN GEÇİYOR. Kuru gıda, içme suyu ve çocuk bezi gerekli.",1
133,"Adres: Osmaniye / Bahçe, İstiklal Mahallesi No:12 YAŞLILAR YARDIM BEKLİYOR. İlaç, su ve kuru gıda gerekiyor.",1
134,"Adres: Elazığ / Sivrice, Gözeli Köyü No:38 BATTANİYE VE MONT ACİL. Çocuklar çok üşüyor.",1
135,"Adres: Şanlıurfa / Bozova, Dokuzyol Köyü No:66 KÖYDE SADECE 1 ÇADIR VAR, 7 AİLE PAYLAŞIYOR. Çadır, soba ve battaniye lazım. İletişim: Veli K. - 0553 213 11 32",1
136,"Adres: Adıyaman / Çelikhan, Gölbaşı Mahallesi No:25 BEBEK 3 GÜNDÜR SÜTSÜZ. Süt tozu, mama, çocuk montu gerekiyor.",1
137,"Adres: Gaziantep / Karkamış, Zeytinli Köyü, çeşme altı mevkii YOL KAPALIYDI, YENİ AÇILDI. Soba, kuru gıda ve battaniye isteniyor.",1
138,"Adres: Hatay / Reyhanlı, Yenişehir Mahallesi No:102 YARDIM GEÇ GELMİŞ, MAMA VE BEZ TÜKENMİŞ. Mama, bebek bezi, mont gerekiyor.",1
139,"Adres: Malatya / Yeşilyurt, Gündüzbey Mahallesi No:85 KADINLAR VE YAŞLILAR SUZUZ. İçme suyu, kadın pedi ve soba lazım. İletişim: Rüya A. - 0541 242 00 67",1
140,"Adres: Osmaniye / Düziçi, Yazlamazlı Köyü No:17 BEBEK VAR, SÜT VE MAMA YOK. Mama, bebek bezi ve battaniye gerekli.",1
141,İmamoğlu'nun X hesabının erişime engellenmesinin ardından paylaşımları çıktı alıp sokaklarda dağıtan avukat Burak Saldıroğlu tutuklandı.,0
142,Gün boyunca gelişmeleri hem emniyette hem adliyede takip eden meslektaşları tutuklama kararını alkışlarla protesto etti,0
143,"Müjde Ar, muhabirlerle tartıştı! “Özür dileyeceksin!”",0
144,"PAVLIDIS MUHTEŞEM GETİRDİ, KEREM AKTÜRKOĞLU GOLÜ ATTI!",0
145,"Benfica, Sporting karşısında beraberliği yakaladı!",0
146,Malta’nın dünya mirası eserlerini ve harika plajlarını keşfetmek için Türk Hava Yolları ayrıcalıkları ile seyahat edin!,0
147,"Victor Osimhen, maç formasını minik bir Trabzonspor taraftarına hediye etti.",0
148,Türkiye'nin konuştuğu Bahar Aksu cinayetinde yeni görüntüler ortaya çıktı! ,0
149,"Çalık Holding’den tazminatını istedi, darp edilerek öldürüldü. Ölüm raporu isyan ettirdi!",0
150,"Jenson Button, Hamilton'ın Leclerc'in gerisinde kalmasıyla alakalı: ""Sanırım bu onu incitmeye başlıyor, sürekli bir şekilde takım arkadaşından daha yavaş.",0
151,Arayanı damadı zannetti 400 Bin lira dolandırıldı! Damadının sesini klonlamışlar,0
152,WEC’DE FERRARI DOMİNASYONU DEVAM EDİYOR ! KIRMIZILAR SEZONA 3/3 İLE BAŞLADI!,0
153,Çok dar da değil aslında,0
154,İstanbul’da bir vale aldığı aracı park ederken mahvetti.,0
155,"Alvaro Morata, Trabzonspor deplasmanında çok şık bitiriyor",0
156,Müjde Ar: Beyaz TV’de mi çalışıyorsun? Muhabir: Evet. Müjde Ar: He belli.,0
157,"Mustafa Çiftçi’nin, Çorum Valiliği döneminde vatana ihanetten idam edilen İskilipli Atıf’ın mezarını ziyaret ederek dua okuduğu ortaya çıktı.",0
158,Erzurum Valisi Mustafa Çiftçi'nin oğlu Tarık Çiftçi'nin TikTok paylaşımı:,0
159,"Ekrem İmamoğlu’nun X hesabının engellenmesinin ardından, İmamoğlu’nun paylaşımlarını çıktı alıp sokaklarda dağıtan Avukat Burak Saldıroğlu tutuklandı",0
160,"Saç dökülmesine neden olan ürünler! Deriyi tahriş ediyor, saçların zayıflayıp kırılmasına yol açıyor!",0
161,Türk ordusunun ATMACA Gemisavar Füzesi’ni gerçek savaş koşullarının taklit edildiği Denizkurdu Tatbikatı’nda izleme heyecanına ortak olun.,0
162,"İşte yerli ve milli savaş gemisi TCG Kınalıada’dan, yerli ve milli gemisavar füzesi ATMACA atışı.",0
163,"ATMACA Füzesi, envanter atışında hedef gemiyi başarıyla imha etti.",0
164,"Adres: Elazığ / Kovancılar, Hacılar Köyü No:8 KÖY YOLU YIKIK, 5 AİLE ERZAKSIZ. Gıda, su ve hijyen paketi gerekiyor.",1
165,"Adres: Adıyaman / Gerger, Onevler Mahallesi No:40 ÇADIR YOK, GECELERİ ARAÇ İÇİNDE GEÇİRİYORLAR. Mont, soba ve battaniye lazım.",1
166,"Adres: Kahramanmaraş / Pazarcık, Narlı Mahallesi, su deposu arkası ÇOCUKLAR AÇ, GIDA YOK. Kuru gıda, mama ve içme suyu gerekli. İletişim: Yusuf B. - 0506 778 90 34",1
167,"Adres: Hatay / Dörtyol, Kuzuculu Mahallesi No:77 YARDIM GELMEMİŞ, AİLELER OKUL BAHÇESİNDE KALIYOR. Çadır, battaniye, kadın pedi gerekiyor.",1
168,"Adres: Osmaniye / Merkez, Dereobası Mahallesi No:50 BATTANİYE YOK, ÇOCUKLAR ÜŞÜYOR. Soba, mont ve bebek maması gerekli.",1
169,"Adres: Kahramanmaraş / Çağlayancerit, Helete Mahallesi No:10 KADINLAR YARDIM İSTİYOR, SU YOK. Hijyen malzemesi, içme suyu, mama lazım.",1
170,"Adres: Şanlıurfa / Halfeti, Fıstıközü Köyü No:32 YOLU YIKILMIŞ, KÖY ULAŞIMA KAPALI. Gıda, su ve soba gerekiyor. İletişim: Mehmet R. - 0552 221 19 05",1
171,"Adres: Adıyaman / Samsat, Kovanoluk Mahallesi No:11 ÇADIR YOK, SİĞINACAK YER BULAMIYORLAR. Battaniye, soba ve kadın pedi lazım.",1
172,"Adres: Malatya / Arguvan, Çayırlı Köyü No:21 YAŞLILARIN İLAÇLARI YOK. İlaç, su, battaniye gerekiyor.",1
173,"Adres: Hatay / Yayladağı, Kızılçat Mahallesi No:3 YARDIM GELMEMİŞ, 6 AİLE DIŞARIDA. Mont, su, soba ve çocuk bezi gerekiyor. İletişim: Halil K. - 0544 289 09 70",1
174,"Adres: Gaziantep / Şehitkamil, Belkıs Mahallesi No:38 BATTANİYE YOK, BEBEK VAR. Soba, mama, battaniye gerekli.",1
175,"Adres: Osmaniye / Hasanbeyli, merkez okul arkası boş alan ÇOCUKLAR GIDA BEKLİYOR. Mama, mont ve kuru gıda isteniyor.",1
176,"Adres: Elazığ / Maden, Hazar Köyü, mezarlık yanı SU YOK, KADINLAR YIKANAMIYOR. Hijyen kiti, içme suyu ve soba lazım.",1
177,"Adres: Kahramanmaraş / Göksun, Bozhüyük Mahallesi No:62 KÜÇÜK ÇOCUKLARIN AYAKLARI ÇIPLAK. Ayakkabı, mama ve soba gerekiyor.",1
178,"Adres: Şanlıurfa / Birecik, Alatepe Köyü No:28 KADINLAR PED VE SU İSTİYOR. Hijyen seti, su ve gıda acil. İletişim: Rukiye S. - 0530 754 91 42",1
179,"Adres: Hatay / Hassa, Çardak Mahallesi, köprü altı boşluk KADINLAR BEBEKLERLE BİR YERDE SIĞINIYOR. Battaniye, mama, hijyen seti lazım.",1
180,"Adres: Adıyaman / Kahta, Yavuz Selim Mahallesi No:41 ÇOCUKLAR GECE ÜŞÜYOR, YARDIM BEKLİYORLAR. Mont, mama ve soba gerekli.",1
181,"Adres: Gaziantep / Nizip, Atatürk Mahallesi No:90 KÜÇÜK BEBEK VAR, SÜT YOK. Süt tozu, bebek bezi, battaniye lazım.",1
182,"Adres: Malatya / Doğanyol, Gökçe Mahallesi No:17 ULAŞIM ZOR, KÖY YOLU KAPALI. Mama, soba, battaniye gerekli. İletişim: Elif T. - 0539 981 61 24",1
183,"Adres: Hatay / Payas, Karbeyaz Mahallesi No:5 MONT, BATTANİYE VE SU ACİL. Küçük çocuklar hastalanıyor.",1
184,"Adres: Kahramanmaraş / Ekinözü, Kürtül Mahallesi No:29 ÇADIR YOK, GECE EKSİ DERECEDE KALIYORLAR. Isıtıcı, mama, kadın pedi gerekli.",1
185,"Adres: Şanlıurfa / Siverek, Ayvanat Mahallesi No:78 ÇOCUKLARIN AYAĞINDA AYAKKABI YOK. Ayakkabı, mont ve kuru gıda lazım. İletişim: Alihan D. - 0546 431 83 03",1
186,"Adres: Elazığ / Palu, Akbulut Mahallesi No:12 YAŞLI ADAM DIŞARIDA HASTA YATIYOR. İlaç, mont, battaniye gerekli.",1
187,"Adres: Osmaniye / Sumbas, Gaffarlı Köyü No:9 KÖYDE 20 KİŞİLİK GRUP YERDE YATIYOR. Battaniye, ısıtıcı ve su gerekiyor.",1
